SMILES,Dataset,ID,Fragments,Software,Software_Score,NEW_SMILES
O=C1CC(=O)N(CC2CCN(CC2)C2CCN(CC2)c2ccc(cc2)-c2cccs2)C(=O)N1,ACTIVE06,ABACT06_33,DNMT1 actives,alvaBuilder,1.0,O=c1cc(O)[nH]c(=O)n1CC1CCN(C2CCN(c3ccc(-c4cccs4)cc3)CC2)CC1
COC(=O)CNc1cc(c2sc(c(c2n1)OCCCO)-c1ccc(o1)C)-c1ccc(cc1)CO,ACTIVE06,ABACT06_34,DNMT1 actives,alvaBuilder,1.0,COC(=O)CN=c1cc(-c2ccc(CO)cc2)c2sc(-c3ccc(C)o3)c(OCCCO)c2[nH]1
CC1CCN(CC1)Nc1cc(c2cc(c(cc2n1)NCN1CCCC1)OCCCN1CCCC1)CO,ACTIVE06,ABACT06_35,DNMT1 actives,alvaBuilder,1.0,CC1CCN(N=c2cc(CO)c3cc(OCCCN4CCCC4)c(NCN4CCCC4)cc3[nH]2)CC1
CC1CCN(CC1)Nc1nc(c2ncn(c2n1)CCc1cccc(c1)OC(=O)c1ccccc1)CO,ACTIVE06,ABACT06_36,DNMT1 actives,alvaBuilder,1.0,CC1CCN(N=c2nc(CO)c3ncn(CCc4cccc(OC(=O)c5ccccc5)c4)c3[nH]2)CC1
CCCC1C(SCC2CCCCN2)C(OC1n1cnc2c(ncnc12)N)c1ccco1,ACTIVE06,ABACT06_37,DNMT1 actives,alvaBuilder,1.0,CCCC1C(SCC2CCCCN2)C(c2ccco2)OC1n1cnc2c(=N)[nH]cnc21
CN1CCC(CC1)COc1cc2c(cc(nc2cc1CCC=CC=O)-c1ccc(o1)C)CO,ACTIVE06,ABACT06_38,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(CO)c3cc(OCC4CCN(C)CC4)c(CCC=CC=O)cc3n2)o1
Cc1ccc(o1)-c1cc(c2cc(c(cc2n1)-c1nc(nc2c1ncn2O)O)CN1CCCC1)CO,ACTIVE06,ABACT06_39,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(CO)c3cc(CN4CCCC4)c(-c4[nH]c(=O)nc5c4ncn5O)cc3n2)o1
Cc1ccc(o1)-c1cc(c2cc(c(cc2n1)-c1nc(nc2c1ncn2Cl)O)OCCCN1CCCC1)CO,ACTIVE06,ABACT06_40,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(CO)c3cc(OCCCN4CCCC4)c(-c4[nH]c(=O)nc5c4ncn5Cl)cc3n2)o1
CC1CCN(CC1)c1cc2c(cc(nc2cc1CO)O)CCCOCOC=O,ACTIVE06,ABACT06_41,DNMT1 actives,alvaBuilder,1.0,CC1CCN(c2cc3c(CCCOCOC=O)cc(=O)[nH]c3cc2CO)CC1
CNc1cc2nc(cc(c2cc1OCCCN1CCCC1)CO)-c1ccc(o1)C,ACTIVE06,ABACT06_42,DNMT1 actives,alvaBuilder,1.0,CNc1cc2nc(-c3ccc(C)o3)cc(CO)c2cc1OCCCN1CCCC1
Cc1ccc(o1)-c1cc(c2cc(c(cc2n1)Oc1ccccc1)OCCCN1CCCC1)CO,ACTIVE06,ABACT06_43,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(CO)c3cc(OCCCN4CCCC4)c(Oc4ccccc4)cc3n2)o1
OCc1cc(nc2cc(c(cc12)OCCCN1CCCC1)NCBr)C1=CC(=O)NC=C1,ACTIVE06,ABACT06_44,DNMT1 actives,alvaBuilder,1.0,O=c1cc(-c2cc(CO)c3cc(OCCCN4CCCC4)c(NCBr)cc3n2)cc[nH]1
O=C1C=C(NCc2cc(nc3ccccc23)-c2ccco2)c2ccccc2C1=O,ACTIVE06,ABACT06_45,DNMT1 actives,alvaBuilder,1.0,Oc1cc(N=Cc2cc(-c3ccco3)nc3ccccc23)c2ccccc2c1O
CS(=O)(=O)c1ccc2c(cc(nc2c1)C1CCCCC1)NS(=O)(=O)c1ccccc1,ACTIVE06,ABACT06_46,DNMT1 actives,alvaBuilder,1.0,CS(=O)(=O)c1ccc2c(=NS(=O)(=O)c3ccccc3)cc(C3CCCCC3)[nH]c2c1
COC(=O)CNc1cc2nc(cc(c2cc1-c1ccc(cc1)OC=O)-c1ccc(o1)C)OCCCO,ACTIVE06,ABACT06_47,DNMT1 actives,alvaBuilder,1.0,COC(=O)CNc1cc2nc(OCCCO)cc(-c3ccc(C)o3)c2cc1-c1ccc(OC=O)cc1
CC1CCN(CC1)Nc1cccc(c1)N1CC2(CC1NC=O)CC(=NO2)CCC=O,ACTIVE06,ABACT06_48,DNMT1 actives,alvaBuilder,1.0,CC1CCN(Nc2cccc(N3CC4(CC(CCC=O)=NO4)CC3NC=O)c2)CC1
Cc1ccc(o1)Nc1cc2nc(cc(c2cc1OCCCCl)CO)CO,ACTIVE06,ABACT06_49,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(Nc2cc3nc(CO)cc(CO)c3cc2OCCCCl)o1
O=CCCc1nn(cc1-c1cccc(c1)OC(=O)Cc1ccccc1)NC=O,ACTIVE06,ABACT06_50,DNMT1 actives,alvaBuilder,1.0,O=CCCc1nn(NC=O)cc1-c1cccc(OC(=O)Cc2ccccc2)c1
OCc1cc(nc2cc(c(cc12)CN1CCCC1)Cl)N1C(=O)CC(=O)NC1=O,ACTIVE06,ABACT06_51,DNMT1 actives,alvaBuilder,1.0,O=c1cc(O)[nH]c(=O)n1-c1cc(CO)c2cc(CN3CCCC3)c(Cl)cc2n1
CC1CCN(CC1)Nc1cc(c2cc(c(cc2n1)NCN1CCCC1)CN1CCCC1)ONC=O,ACTIVE06,ABACT06_52,DNMT1 actives,alvaBuilder,1.0,CC1CCN(N=c2cc(ONC=O)c3cc(CN4CCCC4)c(NCN4CCCC4)cc3[nH]2)CC1
OCC1=C(CO)C(CCCON2CCCCC2)N2C(=O)C(SC2=N1)=CN1CCCCC1,ACTIVE06,ABACT06_53,DNMT1 actives,alvaBuilder,1.0,O=c1c(=CN2CCCCC2)sc2n1C(CCCON1CCCCC1)C(CO)=C(CO)N=2
COC(=O)Cc1nc(nc2[nH]cnc12)NC(=O)Cc1cccc(c1)N1CCCCC1,ACTIVE06,ABACT06_54,DNMT1 actives,alvaBuilder,1.0,COC(=O)Cc1[nH]c(=NC(=O)Cc2cccc(N3CCCCC3)c2)nc2[nH]cnc12
OCc1cc(nc2cc(c(cc12)OCCCN1CCCC1)Nc1ccco1)C1=CC(=O)NC=C1,ACTIVE06,ABACT06_55,DNMT1 actives,alvaBuilder,1.0,O=c1cc(-c2cc(CO)c3cc(OCCCN4CCCC4)c(Nc4ccco4)cc3n2)cc[nH]1
Cc1ccc(o1)Nc1cc2nc(cc(c2cc1OCCCN1CCCC1)CO)C1=CC(=O)NC=C1,ACTIVE06,ABACT06_56,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(Nc2cc3nc(-c4cc[nH]c(=O)c4)cc(CO)c3cc2OCCCN2CCCC2)o1
Cc1ccc(o1)-c1cc(c2cc(c(cc2n1)-c1ccco1)OCC1CCN(CC1)N1CCCC1)CO,ACTIVE06,ABACT06_57,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(CO)c3cc(OCC4CCN(N5CCCC5)CC4)c(-c4ccco4)cc3n2)o1
CNON1C(=S)SC(=CONCCCCCCCCCCCCCO)C1=O,ACTIVE06,ABACT06_58,DNMT1 actives,alvaBuilder,1.0,CNON1C(=O)C(=CONCCCCCCCCCCCCCO)SC1=S
COCc1cc2nc(cc(c2cc1C(=O)c1cccs1)CO)-c1ccc(o1)C,ACTIVE06,ABACT06_59,DNMT1 actives,alvaBuilder,1.0,COCc1cc2nc(-c3ccc(C)o3)cc(C=O)c2cc1C(O)c1cccs1
CC1CCN(CC1)NCC(=O)Oc1cccc(c1)-c1cn(nc1CCC=O)C,ACTIVE06,ABACT06_60,DNMT1 actives,alvaBuilder,1.0,CC1CCN(NCC(=O)Oc2cccc(-c3cn(C)nc3CCC=O)c2)CC1
OCc1cc2c(cc(nc2cc1NN1CCCCC1)OCCCNS(=O)(=O)c1ccccc1)CO,ACTIVE06,ABACT06_61,DNMT1 actives,alvaBuilder,1.0,O=S(=O)(NCCCOc1cc(CO)c2cc(CO)c(NN3CCCCC3)cc2n1)c1ccccc1
OCc1cc(nc2cc(c(cc12)OC1CCNCC1)NOC(=O)CCN1CCCC1)O,ACTIVE06,ABACT06_62,DNMT1 actives,alvaBuilder,1.0,O=C(CCN1CCCC1)ONc1cc2[nH]c(=O)cc(CO)c2cc1OC1CCNCC1
OCCc1ccc(cc1-c1ccc(cc1)CC(=O)OC1CCNCC1)NC(=O)C(=CO)C#N,ACTIVE06,ABACT06_63,DNMT1 actives,alvaBuilder,1.0,N#CC(C=O)C(=O)Nc1ccc(CCO)c(-c2ccc(CC(=O)OC3CCNCC3)cc2)c1
OCc1nc(nc2cc(c(cc12)OCCCN1CCCC1)NCBr)Oc1ccccc1,ACTIVE06,ABACT06_64,DNMT1 actives,alvaBuilder,1.0,OCc1nc(Oc2ccccc2)nc2cc(NCBr)c(OCCCN3CCCC3)cc12
O=C1NC=CC(=C1)c1cc(c2cc(c(cc2n1)CNc1ccccc1)-c1ccoc1)COc1ccco1,ACTIVE06,ABACT06_65,DNMT1 actives,alvaBuilder,1.0,O=c1cc(-c2cc(COc3ccco3)c3cc(-c4ccoc4)c(CNc4ccccc4)cc3n2)cc[nH]1
COC(=O)Cc1ccc(o1)NC(=O)c1cc(nc2cc(c(cc12)N1CCC(C)CC1)CO)O,ACTIVE06,ABACT06_66,DNMT1 actives,alvaBuilder,1.0,COC(=O)Cc1ccc(NC(=O)c2cc(=O)[nH]c3cc(CO)c(N4CCC(C)CC4)cc23)o1
CC(C)Cc1cc2nc(cc(c2cc1CN1CCCC1)NN1CCC(C)CC1)N1C(=O)CC(=O)NC1=O,ACTIVE06,ABACT06_67,DNMT1 actives,alvaBuilder,1.0,CC(C)Cc1cc2[nH]c(-n3c(=O)cc(O)[nH]c3=O)cc(=NN3CCC(C)CC3)c2cc1CN1CCCC1
OCCCCCCCCCCCCCNOOC(=O)CCn1cccc1O,ACTIVE06,ABACT06_68,DNMT1 actives,alvaBuilder,1.0,O=C(CCn1cccc1O)OONCCCCCCCCCCCCCO
CC1CCN(CC1)Nc1cc(c2cc(c(cc2n1)NC1=CC(=O)NC=C1)OCCCN1CCCC1)CO,ACTIVE06,ABACT06_69,DNMT1 actives,alvaBuilder,1.0,CC1CCN(N=c2cc(CO)c3cc(OCCCN4CCCC4)c(Nc4cc[nH]c(=O)c4)cc3[nH]2)CC1
CC1CCN(CC1)Nc1cc(nc2cc(c(cc12)CN1CCCC1)C)N1C(=O)CC(=O)NC1=O,ACTIVE06,ABACT06_70,DNMT1 actives,alvaBuilder,1.0,Cc1cc2[nH]c(-n3c(=O)cc(O)[nH]c3=O)cc(=NN3CCC(C)CC3)c2cc1CN1CCCC1
CNn1nc(cc1-c1ccccc1OC=O)-c1ccc(cc1)N1CCOCC1,ACTIVE07,ABACT07_01,DNMT1 actives,alvaBuilder,1.0,CNn1nc(-c2ccc(N3CCOCC3)cc2)cc1-c1ccccc1OC=O
CCCCOc1cc2c(cc(nc2cc1CCOC=O)C)-c1ccc(o1)CCNC,ACTIVE07,ABACT07_02,DNMT1 actives,alvaBuilder,1.0,CCCCOc1cc2c(-c3ccc(CCNC)o3)cc(C)nc2cc1CCOC=O
CCC(=O)OCC1OCC(Nc2ccc(cc2)O)C(C1C)c1ccc(o1)C,ACTIVE07,ABACT07_03,DNMT1 actives,alvaBuilder,1.0,CCC(=O)OCC1OCC(Nc2ccc(O)cc2)C(c2ccc(C)o2)C1C
OOc1cc(nc2cc(c(cc12)OCCCN1CCCC1)CCOC=O)-c1cccnc1,ACTIVE07,ABACT07_04,DNMT1 actives,alvaBuilder,1.0,O=COCCc1cc2nc(-c3cccnc3)cc(OO)c2cc1OCCCN1CCCC1
COCC1CCN(CC1)c1cc2nc(cc(c2cc1OC1CC2(C1)CN(C)C2)CO)-c1ccc(o1)C,ACTIVE07,ABACT07_05,DNMT1 actives,alvaBuilder,1.0,COCC1CCN(c2cc3nc(-c4ccc(C)o4)cc(CO)c3cc2OC2CC3(C2)CN(C)C3)CC1
CC1CCN(CC1)OCc1cc2nc(cc(c2cc1O)OC=O)OCCCN1CCCC1,ACTIVE07,ABACT07_06,DNMT1 actives,alvaBuilder,1.0,CC1CCN(OCc2cc3nc(OCCCN4CCCC4)cc(OC=O)c3cc2O)CC1
CC1CC2(CN1c1cccc(c1)C=C(C)C(N)=O)CC(=NO2)OCCCc1ccc(o1)Br,ACTIVE07,ABACT07_07,DNMT1 actives,alvaBuilder,1.0,CC(=Cc1cccc(N2CC3(CC(OCCCc4ccc(Br)o4)=NO3)CC2C)c1)C(N)=O
OCc1cc(nc2cc(c(cc12)NN1CCOCC1)CCOC=O)-c1cccnc1,ACTIVE07,ABACT07_08,DNMT1 actives,alvaBuilder,1.0,O=COCCc1cc2nc(-c3cccnc3)cc(CO)c2cc1NN1CCOCC1
CC1CCN(CC1)OCc1cc2nc(cc(c2cc1OCC1CCNCC1)O)-c1ccc(o1)C,ACTIVE07,ABACT07_09,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(=O)c3cc(OCC4CCNCC4)c(CON4CCC(C)CC4)cc3[nH]2)o1
NCNn1nc(cc1-c1ccccc1OC=O)-c1ccc(cc1)N1CCOCC1,ACTIVE07,ABACT07_10,DNMT1 actives,alvaBuilder,1.0,NCNn1nc(-c2ccc(N3CCOCC3)cc2)cc1-c1ccccc1OC=O
Cc1ccc(o1)-c1cc(c2cc(c(cc2n1)CO)OCC1CCNCC1)O,ACTIVE07,ABACT07_11,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(=O)c3cc(OCC4CCNCC4)c(CO)cc3[nH]2)o1
OCCCc1cc2nc(cc(c2cc1O)-c1cc(nn1NCN1CCCC1)CO)OCCCc1ccco1,ACTIVE07,ABACT07_12,DNMT1 actives,alvaBuilder,1.0,OCCCc1cc2nc(OCCCc3ccco3)cc(-c3cc(CO)nn3NCN3CCCC3)c2cc1O
OCc1ccc2c(cc(nc2c1)O)Cc1c(cccc1N1CCCC1)CO,ACTIVE07,ABACT07_13,DNMT1 actives,alvaBuilder,1.0,O=c1cc(Cc2c(CO)cccc2N2CCCC2)c2ccc(CO)cc2[nH]1
Nc1ccc(c(c1)OCc1ccccc1N1CCCC1)OC(=O)Cc1nn(cc1-c1ccc(cc1)CO)Cl,ACTIVE07,ABACT07_14,DNMT1 actives,alvaBuilder,1.0,Nc1ccc(OC(=O)Cc2nn(Cl)cc2-c2ccc(CO)cc2)c(OCc2ccccc2N2CCCC2)c1
CN1N=C(C(=CN)C1=O)c1csc(n1)-c1ccc(cc1)Br,ACTIVE07,ABACT07_15,DNMT1 actives,alvaBuilder,1.0,Cn1[nH]c(-c2csc(-c3ccc(Br)cc3)n2)c(C=N)c1=O
CC=C(Cc1cc(nc2cc(ccc12)-c1cccc(c1)C=C(C)C(N)=O)N1CCC(CO)CC1)C=O,ACTIVE07,ABACT07_16,DNMT1 actives,alvaBuilder,1.0,CC=C(C=O)Cc1cc(N2CCC(CO)CC2)nc2cc(-c3cccc(C=C(C)C(N)=O)c3)ccc12
CN1N=C(C(=CN)C1=O)c1csc(n1)-c1ccc(cc1)CCCOc1ccccc1,ACTIVE07,ABACT07_17,DNMT1 actives,alvaBuilder,1.0,Cn1[nH]c(-c2csc(-c3ccc(CCCOc4ccccc4)cc3)n2)c(C=N)c1=O
CC1CCN(CC1)c1cc2nc(cc(c2cc1OC1CC2(C1)CN(C)C2)COO)-n1cccc1,ACTIVE07,ABACT07_18,DNMT1 actives,alvaBuilder,1.0,CC1CCN(c2cc3nc(-n4cccc4)cc(COO)c3cc2OC2CC3(C2)CN(C)C3)CC1
CCC(=O)OCc1cc2c(cc(nc2cc1NN1CCC(O)CC1=O)-c1ccc(o1)C)CO,ACTIVE07,ABACT07_19,DNMT1 actives,alvaBuilder,1.0,CCC(=O)OCc1cc2c(CO)cc(-c3ccc(C)o3)nc2cc1NN1CCC(O)CC1=O
Oc1cc2c(cc(nc2cc1N1CCOCC1)OCCCN1CCCC1)OC(=O)c1ccco1,ACTIVE07,ABACT07_20,DNMT1 actives,alvaBuilder,1.0,O=C(Oc1cc(OCCCN2CCCC2)nc2cc(N3CCOCC3)c(O)cc12)c1ccco1
OCN1NC(=O)C(=Cc2ccc(o2)Sc2cccc3ccccc23)C1=O,ACTIVE07,ABACT07_21,DNMT1 actives,alvaBuilder,1.0,O=C1NN(CO)C(=O)C1=Cc1ccc(Sc2cccc3ccccc23)o1
OOOn1nc(cc1-c1ccccc1OC=O)-c1ccc(cc1)N1CCOCC1,ACTIVE07,ABACT07_22,DNMT1 actives,alvaBuilder,1.0,O=COc1ccccc1-c1cc(-c2ccc(N3CCOCC3)cc2)nn1OOO
CSCC(=O)NOc1cc(nc2cc(c(cc12)CO)COCC(C)C)OCCCN1CCCC1,ACTIVE07,ABACT07_23,DNMT1 actives,alvaBuilder,1.0,CSCC(=O)NOc1cc(OCCCN2CCCC2)nc2cc(COCC(C)C)c(CO)cc12
CCS(=O)(=O)ON1CC2(CC(C2)Oc2cc3c(cc(nc3cc2-c2cccnc2)-c2ccc(o2)C)CO)C1,ACTIVE07,ABACT07_24,DNMT1 actives,alvaBuilder,1.0,CCS(=O)(=O)ON1CC2(CC(Oc3cc4c(CO)cc(-c5ccc(C)o5)nc4cc3-c3cccnc3)C2)C1
CC1CCN(CC1)Nc1cc2nc(cc(c2cc1N1CCCC1)O)-c1ccc(o1)C,ACTIVE07,ABACT07_25,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(=O)c3cc(N4CCCC4)c(NN4CCC(C)CC4)cc3[nH]2)o1
CNCCc1ccc(o1)-c1cc(nc2cc(c(cc12)OCCCc1nccs1)N(=O)=O)C,ACTIVE07,ABACT07_26,DNMT1 actives,alvaBuilder,1.0,CNCCc1ccc(-c2cc(C)nc3cc([N+](=O)[O-])c(OCCCc4nccs4)cc23)o1
CSCC(=O)NOc1cc(nc2cc(c(cc12)O)COCC(C)C)OCCCN1CCCC1,ACTIVE07,ABACT07_27,DNMT1 actives,alvaBuilder,1.0,CSCC(=O)NOc1cc(OCCCN2CCCC2)nc2cc(COCC(C)C)c(O)cc12
NC(=O)CN(COCCCc1nccs1)C(=O)n1cc(c2ccccc12)NN1CCC(Cl)CC1,ACTIVE07,ABACT07_28,DNMT1 actives,alvaBuilder,1.0,NC(=O)CN(COCCCc1nccs1)C(=O)n1cc(NN2CCC(Cl)CC2)c2ccccc21
CC(C)COCc1cc2nc(cc(c2cc1O)OC=O)OCCCN1CCCC1,ACTIVE07,ABACT07_29,DNMT1 actives,alvaBuilder,1.0,CC(C)COCc1cc2nc(OCCCN3CCCC3)cc(OC=O)c2cc1O
COc1cc(c2cc(c(cc2n1)CON1CCC(CO)CC1)OCC1CCNCC1)O,ACTIVE07,ABACT07_30,DNMT1 actives,alvaBuilder,1.0,COc1cc(=O)c2cc(OCC3CCNCC3)c(CON3CCC(CO)CC3)cc2[nH]1
CCc1ccc(o1)-c1cc(nc2cc(c(cc12)CCS(=O)=O)NN1CCC(CO)CC1)N1CCCC1,ACTIVE07,ABACT07_31,DNMT1 actives,alvaBuilder,1.0,CCc1ccc(-c2cc(N3CCCC3)nc3cc(NN4CCC(CO)CC4)c(CC[SH](=O)=O)cc23)o1
OCc1cc(nc2cc(c(cc12)OCCCN1CCCC1)CCCOBr)-c1cccnc1,ACTIVE07,ABACT07_32,DNMT1 actives,alvaBuilder,1.0,OCc1cc(-c2cccnc2)nc2cc(CCCOBr)c(OCCCN3CCCC3)cc12
O=COCCc1cc2nc(cc(c2cc1NN1CCOCC1)N1CCCC1)-c1cccnc1,ACTIVE07,ABACT07_33,DNMT1 actives,alvaBuilder,1.0,O=COCCc1cc2nc(-c3cccnc3)cc(N3CCCC3)c2cc1NN1CCOCC1
CC(CC=C1SC2=NC(=C(C(N2C1=O)c1ccccc1)c1ccccc1)COC(=O)CO)OC=O,ACTIVE07,ABACT07_34,DNMT1 actives,alvaBuilder,1.0,CC(CC=c1sc2n(c1=O)C(c1ccccc1)C(c1ccccc1)=C(COC(=O)CO)N=2)OC=O
OCCCc1ccc(o1)-c1cc2nccc(c2cc1NNC=O)OCCCc1cccs1,ACTIVE07,ABACT07_35,DNMT1 actives,alvaBuilder,1.0,O=CNNc1cc2c(OCCCc3cccs3)ccnc2cc1-c1ccc(CCCO)o1
OCCCc1cc2nc(cc(c2cc1O)-c1ccccc1)OCCCN1CCCC1,ACTIVE07,ABACT07_36,DNMT1 actives,alvaBuilder,1.0,OCCCc1cc2nc(OCCCN3CCCC3)cc(-c3ccccc3)c2cc1O
CNCCc1ccc(o1)-c1ccc(o1)-c1cc(cc(c1)-c1ccoc1)OC=O,ACTIVE07,ABACT07_37,DNMT1 actives,alvaBuilder,1.0,CNCCc1ccc(-c2ccc(-c3cc(OC=O)cc(-c4ccoc4)c3)o2)o1
CC1CCN(CC1)c1cc2nc(cc(c2cc1OC1CC2(C1)CN(C)C2)CO)-c1ccc(o1)C,ACTIVE07,ABACT07_38,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(CO)c3cc(OC4CC5(C4)CN(C)C5)c(N4CCC(C)CC4)cc3n2)o1
OCc1cc(nc2cc(c(cc12)OCCCN1CCCC1)CCOC=O)-c1cccnc1,ACTIVE07,ABACT07_39,DNMT1 actives,alvaBuilder,1.0,O=COCCc1cc2nc(-c3cccnc3)cc(CO)c2cc1OCCCN1CCCC1
COCCCNn1nc(cc1-c1ccccc1OC=O)-c1ccc(cc1)N1CCOCC1,ACTIVE07,ABACT07_40,DNMT1 actives,alvaBuilder,1.0,COCCCNn1nc(-c2ccc(N3CCOCC3)cc2)cc1-c1ccccc1OC=O
CC[N+](CC)(CCCCO)Cc1cc(c2ccccc2n1)-c1ccc(cc1)ONC(=O)CSC,ACTIVE07,ABACT07_41,DNMT1 actives,alvaBuilder,1.0,CC[N+](CC)(CCCCO)Cc1cc(-c2ccc(ONC(=O)CSC)cc2)c2ccccc2n1
COCCc1ccc(cc1OCc1ccc(cc1)Br)NC(=O)C(=Cc1cccc(c1)N)C#N,ACTIVE07,ABACT07_42,DNMT1 actives,alvaBuilder,1.0,COCCc1ccc(NC(=O)C(C#N)=Cc2cccc(N)c2)cc1OCc1ccc(Br)cc1
Oc1cc2c(cc(nc2cc1COc1ccco1)OCCCN1CCCC1)OC=O,ACTIVE07,ABACT07_43,DNMT1 actives,alvaBuilder,1.0,O=COc1cc(OCCCN2CCCC2)nc2cc(COc3ccco3)c(O)cc12
CSCC(=O)NOc1cc(nc2cc(c(cc12)O)CON1CCCC1)OCCCN1CCCC1,ACTIVE07,ABACT07_44,DNMT1 actives,alvaBuilder,1.0,CSCC(=O)NOc1cc(OCCCN2CCCC2)nc2cc(CON3CCCC3)c(O)cc12
CCCN1N=C(C(=CN)C1=O)c1csc(n1)-c1ccc(cc1)Br,ACTIVE07,ABACT07_45,DNMT1 actives,alvaBuilder,1.0,CCCn1[nH]c(-c2csc(-c3ccc(Br)cc3)n2)c(C=N)c1=O
CCc1cc2nccc(c2cc1NNC=O)OCCCN1C(=S)NC(=O)C(=CCC(C)C)C1=O,ACTIVE07,ABACT07_46,DNMT1 actives,alvaBuilder,1.0,CCc1cc2nccc(OCCCn3c(=S)[nH]c(O)c(C=CC(C)C)c3=O)c2cc1NNC=O
CNn1nc(cc1-c1cc2nccc(c2cc1CO)N1CCCC1)-c1ccc(cc1)NC(=O)CC#N,ACTIVE07,ABACT07_47,DNMT1 actives,alvaBuilder,1.0,CNn1nc(-c2ccc(NC(=O)CC#N)cc2)cc1-c1cc2nccc(N3CCCC3)c2cc1CO
OCc1cccc(c1-c1ccc(cc1)-c1cc(nc2cc(ccc12)CCS(=O)=O)O)N1CCCC1,ACTIVE07,ABACT07_48,DNMT1 actives,alvaBuilder,1.0,O=c1cc(-c2ccc(-c3c(CO)cccc3N3CCCC3)cc2)c2ccc(CC[SH](=O)=O)cc2[nH]1
CNCCc1ccc(o1)-c1cc2nccc(c2cc1NNC=O)OCCCN1CCCC1,ACTIVE07,ABACT07_49,DNMT1 actives,alvaBuilder,1.0,CNCCc1ccc(-c2cc3nccc(OCCCN4CCCC4)c3cc2NNC=O)o1
OCc1cc(nc2cc(c(cc12)OCCCN1CCCC1)CBr)O,ACTIVE07,ABACT07_50,DNMT1 actives,alvaBuilder,1.0,O=c1cc(CO)c2cc(OCCCN3CCCC3)c(CBr)cc2[nH]1
ONS(=O)(=O)N1CCC(C1)c1ccc(cc1)NC(=O)Cc1cccs1,ACTIVE07,ABACT07_51,DNMT1 actives,alvaBuilder,1.0,O=C(Cc1cccs1)Nc1ccc(C2CCN(S(=O)(=O)NO)C2)cc1
CCc1ccc(o1)-c1cc(nc2cc(c(cc12)CO)NN1CCC(CO)CC1)N1CCCC1,ACTIVE07,ABACT07_52,DNMT1 actives,alvaBuilder,1.0,CCc1ccc(-c2cc(N3CCCC3)nc3cc(NN4CCC(CO)CC4)c(CO)cc23)o1
CN1CC2(CC(C2)Oc2cc3c(cc(nc3cc2N2CCCC2)-n2cccc2)COO)C1,ACTIVE07,ABACT07_53,DNMT1 actives,alvaBuilder,1.0,CN1CC2(CC(Oc3cc4c(COO)cc(-n5cccc5)nc4cc3N3CCCC3)C2)C1
CCC(=O)OCC1OCC(Nc2ccc(cc2)N2CCOCC2)C(C1CO)c1ccc(o1)C,ACTIVE07,ABACT07_54,DNMT1 actives,alvaBuilder,1.0,CCC(=O)OCC1OCC(Nc2ccc(N3CCOCC3)cc2)C(c2ccc(C)o2)C1CO
CC1CC2(CN1c1csc(n1)-c1ccc(cc1)CCCOc1ccccc1)CC(=NO2)N,ACTIVE07,ABACT07_55,DNMT1 actives,alvaBuilder,1.0,CC1CC2(CC(=N)NO2)CN1c1csc(-c2ccc(CCCOc3ccccc3)cc2)n1
Cc1ccc(o1)-c1cc(c2cc(c(cc2n1)CO)OCC1CCNCC1)Cl,ACTIVE07,ABACT07_56,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(Cl)c3cc(OCC4CCNCC4)c(CO)cc3n2)o1
CNCCN1CC2(CC1N1CCCC1)CC(=NO2)OCCCc1ccc(o1)Br,ACTIVE07,ABACT07_57,DNMT1 actives,alvaBuilder,1.0,CNCCN1CC2(CC(OCCCc3ccc(Br)o3)=NO2)CC1N1CCCC1
CC1CCN(CC1)Nc1cc2nc(cc(c2cc1C(=O)C1CCNCC1)O)-c1ccc(o1)CCOC=O,ACTIVE07,ABACT07_58,DNMT1 actives,alvaBuilder,1.0,CC1CCN(Nc2cc3[nH]c(-c4ccc(CCOC=O)o4)cc(=O)c3cc2C(=O)C2CCNCC2)CC1
OCc1cc(nc2cc(c(cc12)CC(C=O)=CCN1CCCC1)CCOC=O)-c1cccnc1,ACTIVE07,ABACT07_59,DNMT1 actives,alvaBuilder,1.0,O=COCCc1cc2nc(-c3cccnc3)cc(CO)c2cc1CC(C=O)=CCN1CCCC1
O=COc1ccccc1-c1cc(nn1NCN1CCCC1)-c1ccc(cc1)N1CCOCC1,ACTIVE07,ABACT07_60,DNMT1 actives,alvaBuilder,1.0,O=COc1ccccc1-c1cc(-c2ccc(N3CCOCC3)cc2)nn1NCN1CCCC1
CC1CCN(CC1)Nc1cc2nc(cc(c2cc1OCC1CCNCC1)O)-c1ccc(o1)C,ACTIVE07,ABACT07_61,DNMT1 actives,alvaBuilder,1.0,Cc1ccc(-c2cc(=O)c3cc(OCC4CCNCC4)c(NN4CCC(C)CC4)cc3[nH]2)o1
